time,growth_rate,length
1209313792,11.3914,690.4773
1209317392,11.3914,690.952
1209320992,11.3914,691.4266
1209324592,11.3914,691.9013
1209328192,11.3914,692.376
1209331792,11.3914,692.8506
1209335392,11.3914,693.3253
1209338992,11.3914,693.8
1209342592,11.3914,694.2747
1209346192,11.3914,694.7493
1209349792,11.3914,695.224
1209353392,11.3914,695.6987
1209356992,11.3914,696.1733
1209360592,11.3914,696.648
1209364192,11.3914,697.1227
1209367792,11.3914,697.5974
1209371392,11.3914,698.072
1209374992,11.3914,698.5467
1209378592,11.3914,699.0214
1209382192,11.3914,699.496
1209385792,11.3914,699.9707
1209389392,11.3914,700.4454
1209392992,11.3914,700.92
1209396592,11.3914,701.3947
1209400192,11.3914,701.8694
1209403792,11.3914,702.3441
1209407392,11.3914,702.8187
1209410992,11.3914,703.2934
1209414592,11.3914,703.7681
1209418192,11.3914,704.2427
1209421792,11.3914,704.7174
1209425392,11.3914,705.1921
1209428992,11.3914,705.6667
1209432592,11.3914,706.1414
1209436192,11.3914,706.6161
1209439792,11.3914,707.0908
1209443392,11.3914,707.5654
1209446992,11.3914,708.0401
1209450592,11.3914,708.5148
1209454192,11.3914,708.9894
1209457792,11.3914,709.4641
1209461392,11.3914,709.9388
1209464992,11.3914,710.4135
1209468592,11.3914,710.8881
1209472192,11.3914,711.3628
1209475792,11.3914,711.8375
1209479392,11.3914,712.3121
1209482992,11.3914,712.7868
1209486592,11.3914,713.2615
1209490192,11.3914,713.7361
1209493792,11.3914,714.2108
1209497392,11.3914,714.6855
1209500992,11.3914,715.1602
1209504592,11.3914,715.6348
1209508192,11.3914,716.1095
1209511792,11.3914,716.5842
1209515392,11.3914,717.0588
1209518992,11.3914,717.5335
1209522592,11.3914,718.0082
1209526192,11.3914,718.4828
1209529792,11.3914,718.9575
1209533392,11.3914,719.4322
1209536992,11.3914,719.9069
1209540592,11.3914,720.3815
1209544192,11.3914,720.8562
1209547792,11.3914,721.3309
1209551392,11.3914,721.8055
1209554992,11.3914,722.2802
1209558592,11.3914,722.7549
1209562192,11.3914,723.2296
1209565792,11.3914,723.7042
1209569392,11.3914,724.1789
1209572992,11.3914,724.6536
1209576592,11.3914,725.1282
1209580192,11.3914,725.6029
1209583792,11.3914,726.0776
1209587392,11.3914,726.5522
1209590992,11.3914,727.0269
1209594592,11.3914,727.5016
1209598192,11.3914,727.9763
1209601792,11.3914,728.4509
1209605392,11.3914,728.9256
1209608992,11.3914,729.4003
1209612592,11.3914,729.8749
1209616192,11.3914,730.3496
1209619792,11.3914,730.8243
1209623392,11.3914,731.299
1209626992,11.3914,731.7736
1209630592,11.3914,732.2483
1209634192,11.3914,732.723
1209637792,11.3914,733.1976
1209641392,11.3914,733.6723
1209644992,11.3914,734.147
1209648592,11.3914,734.6216
1209652192,11.3914,735.0963
1209655792,11.3914,735.571
1209659392,11.3914,736.0457
1209662992,11.3914,736.5203
1209666592,11.3914,736.995
1209670192,11.3914,737.4697
1209673792,11.3914,737.9443
1209677392,11.3914,738.419
1209680992,11.3914,738.8937
1209684592,11.3914,739.3683
1209688192,11.3914,739.843
1209691792,11.3914,740.3177
1209695392,11.3914,740.7924
1209698992,11.3914,741.267
1209702592,11.3914,741.7417
1209706192,11.3914,742.2164
1209709792,11.3914,742.691
1209713392,11.3914,743.1657
1209716992,11.3914,743.6404
1209720592,11.3914,744.1151
1209724192,11.3914,744.5897
1209727792,11.3914,745.0644
1209731392,11.3914,745.5391
1209734992,11.3914,746.0137
1209738592,11.3914,746.4884
1209742192,11.3914,746.9631
1209745792,11.3914,747.4377
1209749392,11.3914,747.9124
1209752992,11.3914,748.3871
1209756592,11.3914,748.8618
1209760192,11.3914,749.3364
1209763792,11.3914,749.8111
1209767392,11.3914,750.2858
1209770992,11.3914,750.7604
1209774592,11.3914,751.2351
1209778192,11.3914,751.7098
1209781792,11.3914,752.1844
1209785392,11.3914,752.6591
1209788992,11.3914,753.1338
1209792592,11.3914,753.6085
1209796192,11.3914,754.0831
1209799792,11.3914,754.5578
1209803392,11.3914,755.0325
1209806992,11.3914,755.5071
1209810592,11.3914,755.9818
1209814192,11.3914,756.4565
1209817792,11.3914,756.9312
1209821392,11.3914,757.4058
1209824992,11.3914,757.8805
1209828592,11.3914,758.3552
1209832192,11.3914,758.8298
1209835792,11.3914,759.3045
1209839392,11.3914,759.7792
1209842992,11.3914,760.2538
1209846592,11.3914,760.7285
1209850192,11.3914,761.2032
1209853792,11.3914,761.6779
1209857392,11.3914,762.1525
1209860992,11.3914,762.6272
1209864592,11.3914,763.1019
1209868192,11.3914,763.5765
1209871792,11.3914,764.0512
1209875392,11.3914,764.5259
1209878992,11.3914,765.0005
1209882592,11.3914,765.4752
1209886192,11.3914,765.9499
1209889792,11.3914,766.4246
1209893392,11.3914,766.8992
1209896992,11.3914,767.3739
1209900592,11.3914,767.8486
1209904192,11.3914,768.3232
1209907792,11.3914,768.7979
1209911392,11.3914,769.2726
1209914992,11.3914,769.7473
1209918592,11.3914,770.2219
1209922192,11.3914,770.6966
1209925792,11.3914,771.1713
1209929392,11.3914,771.6459
1209932992,11.3914,772.1206
1209936592,11.3914,772.5953
1209940192,11.3914,773.0699
1209943792,11.3914,773.5446
1209947392,11.3914,774.0193
1209950992,11.3914,774.494
1209954592,11.3914,774.9686
1209958192,11.3914,775.4433
1209961792,11.3914,775.918
1209965392,11.3914,776.3926
1209968992,11.3914,776.8673
1209972592,11.3914,777.342
1209976192,11.3914,777.8167
1209979792,11.3914,778.2913
1209983392,11.3914,778.766
1209986992,11.3914,779.2407
1209990592,11.3914,779.7153
1209994192,11.3914,780.19
1209997792,11.3914,780.6647
1210001392,11.3914,781.1393
1210004992,11.3914,781.614
1210008592,11.3914,782.0887
1210012192,11.3914,782.5634
1210015792,11.3914,783.038
1210019392,11.3914,783.5127
1210022992,11.3914,783.9874
1210026592,11.3914,784.462
1210030192,11.3914,784.9367
1210033792,11.3914,785.4114
1210037392,11.3914,785.886
1210040992,11.3914,786.3607
1210044592,11.3914,786.8354
1210048192,11.3914,787.3101
1210051792,11.3914,787.7847
1210055392,11.3914,788.2594
1210058992,11.3914,788.7341
1210062592,11.3914,789.2087
1210066192,11.3914,789.6834
1210069792,11.3914,790.1581
1210073392,11.3914,790.6328
1210076992,11.3914,791.1074
1210080592,11.3914,791.5821
1210084192,11.3914,792.0568
1210087792,11.3914,792.5314
1210091392,11.3914,793.0061
1210094992,11.3914,793.4808
1210098592,11.3914,793.9554
1210102192,11.3914,794.4301
1210105792,11.3914,794.9048
1210109392,11.3914,795.3795
1210112992,11.3914,795.8541
1210116592,11.3914,796.3288
1210120192,11.3914,796.8035
1210123792,11.3914,797.2781
1210127392,11.3914,797.7528
1210130992,11.3914,798.2275
1210134592,11.3914,798.7021
1210138192,11.3914,799.1768
1210141792,11.3914,799.6515
1210145392,11.3914,800.1262
1210148992,11.3914,800.6008
1210152592,11.3914,801.0755
1210156192,11.3914,801.5502
1210159792,11.3914,802.0248
1210163392,11.3914,802.4995
1210166992,11.3914,802.9742
1210170592,11.3914,803.4489
1210174192,11.3914,803.9235
1210177792,11.3914,804.3982
1210181392,11.3914,804.8729
1210184992,11.3914,805.3475
1210188592,11.3914,805.8222
1210192192,11.3914,806.2969
1210195792,11.3914,806.7715
1210199392,11.3914,807.2462
1210202992,11.3914,807.7209
1210206592,11.3914,808.1956
1210210192,11.3914,808.6702
1210213792,11.3914,809.1449
1210217392,11.3914,809.6196
1210220992,11.3914,810.0942
1210224592,11.3914,810.5689
1210228192,11.3914,811.0436
1210231792,11.3914,811.5182
1210235392,11.3914,811.9929
1210238992,11.3914,812.4676
1210242592,11.3914,812.9423
1210246192,11.3914,813.4169
1210249792,11.3914,813.8916
1210253392,11.3914,814.3663
1210256992,11.3914,814.8409
1210260592,11.3914,815.3156
1210264192,11.3914,815.7903
1210267792,11.3914,816.265
1210271392,11.3914,816.7396
1210274992,11.3914,817.2143
1210278592,11.3914,817.689
1210282192,11.3914,818.1636
1210285792,11.3914,818.6383
1210289392,11.3914,819.113
1210292992,11.3914,819.5876
1210296592,11.3914,820.0623
1210300192,11.3914,820.537
1210303792,11.3914,821.0117
1210307392,11.3914,821.4863
1210310992,11.3914,821.961
1210314592,11.3914,822.4357
1210318192,11.3914,822.9103
1210321792,11.3914,823.385
1210325392,11.3914,823.8597
1210328992,11.3914,824.3344
1210332592,11.3914,824.809
1210336192,11.3914,825.2837
1210339792,11.3914,825.7584
1210343392,11.3914,826.233
1210346992,11.3914,826.7077
1210350592,11.3914,827.1824
1210354192,11.3914,827.657
1210357792,11.3914,828.1317
1210361392,11.3914,828.6064
1210364992,11.3914,829.0811
1210368592,11.3914,829.5557
1210372192,11.3914,830.0304
1210375792,11.3914,830.5051
1210379392,11.3914,830.9797
1210382992,11.3914,831.4544
1210386592,11.3914,831.9291
1210390192,11.3914,832.4037
1210393792,11.3914,832.8784
1210397392,11.3914,833.3531
1210400992,11.3914,833.8278
1210404592,11.3914,834.3024
1210408192,11.3914,834.7771
1210411792,11.3914,835.2518
1210415392,11.3914,835.7264
1210418992,11.3914,836.2011
1210422592,11.3914,836.6758
1210426192,11.3914,837.1505
1210429792,11.3914,837.6251
1210433392,11.3914,838.0998
1210436992,11.3914,838.5745
1210440592,11.3914,839.0491
1210444192,11.3914,839.5238
1210447792,11.3914,839.9985
1210451392,11.3914,840.4731
1210454992,11.3914,840.9478
1210458592,11.3914,841.4225
1210462192,11.3914,841.8972
1210465792,11.3914,842.3718
1210469392,11.3914,842.8465
1210472992,11.3914,843.3212
1210476592,11.3914,843.7958
1210480192,11.3914,844.2705
1210483792,11.3914,844.7452
1210487392,11.3914,845.2198
1210490992,11.3914,845.6945
1210494592,11.3914,846.1692
1210498192,11.3914,846.6439
1210501792,11.3914,847.1185
1210505392,11.3914,847.5932
1210508992,11.3914,848.0679
1210512592,11.3914,848.5425
1210516192,11.3914,849.0172
1210519792,11.3914,849.4919
1210523392,11.3914,849.9666
1210526992,11.3914,850.4412
1210530592,11.3914,850.9159
1210534192,11.3914,851.3906
1210537792,11.3914,851.8652
1210541392,11.3914,852.3399
1210544992,11.3914,852.8146
1210548592,11.3914,853.2892
1210552192,11.3914,853.7639
1210555792,11.3914,854.2386
1210559392,11.3914,854.7133
1210562992,11.3914,855.1879
1210566592,11.3914,855.6626
1210570192,11.3914,856.1373
1210573792,11.3914,856.6119
1210577392,11.3914,857.0866
1210580992,11.3914,857.5613
1210584592,11.3914,858.0359
1210588192,11.3914,858.5106
1210591792,11.3914,858.9853
1210595392,11.3914,859.46
1210598992,11.3914,859.9346
1210602592,11.3914,860.4093
1210606192,11.3914,860.884
1210609792,11.3914,861.3586
1210613392,11.3914,861.8333
1210616992,11.3914,862.308
1210620592,11.3914,862.7827
1210624192,11.3914,863.2573
1210627792,11.3914,863.732
1210631392,11.3914,864.2067
1210634992,11.3914,864.6813
1210638592,11.3914,865.156
1210642192,11.3914,865.6307
1210645792,11.3914,866.1053
1210649392,11.3914,866.58
1210652992,11.3914,867.0547
1210656592,11.3914,867.5294
1210660192,11.3914,868.004
1210663792,11.3914,868.4787
1210667392,11.3914,868.9534
1210670992,11.3914,869.428
1210674592,11.3914,869.9027
1210678192,11.3914,870.3774
1210681792,11.3914,870.8521
1210685392,11.3914,871.3267
1210688992,11.3914,871.8014
1210692592,11.3914,872.2761
1210696192,11.3914,872.7507
1210699792,11.3914,873.2254
1210703392,11.3914,873.7001
1210706992,11.3914,874.1747
1210710592,11.3914,874.6494
1210714192,11.3914,875.1241
1210717792,11.3914,875.5988
1210721392,11.3914,876.0734
1210724992,11.3914,876.5481
1210728592,11.3914,877.0228
1210732192,11.3914,877.4974
1210735792,11.3914,877.9721
1210739392,11.3914,878.4468
1210742992,11.3914,878.9214
1210746592,11.3914,879.3961
1210750192,11.3914,879.8708
1210753792,11.3914,880.3455
1210757392,11.3914,880.8201
1210760992,11.3914,881.2948
1210764592,11.3914,881.7695
1210768192,11.3914,882.2441
1210771792,11.3914,882.7188
1210775392,11.3914,883.1935
1210778992,11.3914,883.6682
1210782592,11.3914,884.1428
1210786192,11.3914,884.6175
1210789792,11.3914,885.0922
1210793392,11.3914,885.5668
1210796992,11.3914,886.0415
1210800592,11.3914,886.5162
1210804192,11.3914,886.9908
1210807792,11.3914,887.4655
1210811392,11.3914,887.9402
1210814992,11.3914,888.4149
1210818592,11.3914,888.8895
1210822192,11.3914,889.3642
1210825792,11.3914,889.8389
1210829392,11.3914,890.3135
1210832992,11.3914,890.7882
1210836592,11.3914,891.2629
1210840192,11.3914,891.7375
1210843792,11.3914,892.2122
1210847392,11.3914,892.6869
1210850992,11.3914,893.1616
1210854592,11.3914,893.6362
1210858192,11.3914,894.1109
1210861792,11.3914,894.5856
1210865392,11.3914,895.0602
1210868992,11.3914,895.5349
1210872592,11.3914,896.0096
1210876192,11.3914,896.4843
1210879792,11.3914,896.9589
1210883392,11.3914,897.4336
1210886992,11.3914,897.9083
1210890592,11.3914,898.3829
1210894192,11.3914,898.8576
1210897792,11.3914,899.3323
1210901392,11.3914,899.8069
1210904992,11.3914,900.2816
1210908592,11.3914,900.7563
1210912192,11.3914,901.231
1210915792,11.3914,901.7056
1210919392,11.3914,902.1803
1210922992,11.3914,902.655
1210926592,11.3914,903.1296
1210930192,11.3914,903.6043
1210933792,11.3914,904.079
1210937392,11.3914,904.5536
1210940992,11.3914,905.0283
1210944592,11.3914,905.503
1210948192,11.3914,905.9777
1210951792,11.3914,906.4523
1210955392,11.3914,906.927
1210958992,11.3914,907.4017
1210962592,11.3914,907.8763
1210966192,11.3914,908.351
1210969792,11.3914,908.8257
1210973392,11.3914,909.3004
1210976992,11.3914,909.775
1210980592,11.3914,910.2497
1210984192,11.3914,910.7244
1210987792,11.3914,911.199
1210991392,11.3914,911.6737
1210994992,11.3914,912.1484
1210998592,11.3914,912.623
1211002192,11.3914,913.0977
1211005792,11.3914,913.5724
1211009392,11.3914,914.0471
1211012992,11.3914,914.5217
1211016592,11.3914,914.9964
1211020192,11.3914,915.4711
1211023792,11.3914,915.9457
1211027392,11.3914,916.4204
1211030992,11.3914,916.8951
1211034592,11.3914,917.3698
1211038192,11.3914,917.8444
1211041792,11.3914,918.3191
1211045392,11.3914,918.7938
1211048992,11.3914,919.2684
1211052592,11.3914,919.7431
1211056192,11.3914,920.2178
1211059792,11.3914,920.6924
1211063392,11.3914,921.1671
1211066992,11.3914,921.6418
1211070592,11.3914,922.1165
1211074192,11.3914,922.5911
1211077792,11.3914,923.0658
1211081392,11.3914,923.5405
1211084992,11.3914,924.0151
1211088592,11.3914,924.4898
1211092192,11.3914,924.9645
1211095792,11.3914,925.4391
1211099392,11.3914,925.9138
1211102992,11.3914,926.3885
1211106592,11.3914,926.8632
1211110192,11.3914,927.3378
1211113792,11.3914,927.8125
1211117392,11.3914,928.2872
1211120992,11.3914,928.7618
1211124592,11.3914,929.2365
1211128192,11.3914,929.7112
1211131792,11.3914,930.1859
1211135392,11.3914,930.6605
1211138992,11.3914,931.1352
1211142592,11.3914,931.6099
1211146192,11.3914,932.0845
1211149792,11.3914,932.5592
1211153392,11.3914,933.0339
1211156992,11.3914,933.5085
1211160592,11.3914,933.9832
1211164192,11.3914,934.4579
1211167792,11.3914,934.9326
1211171392,11.3914,935.4072
1211174992,11.3914,935.8819
1211178592,11.3914,936.3566
1211182192,11.3914,936.8312
1211185792,11.3914,937.3059
1211189392,11.3914,937.7806
1211192992,11.3914,938.2552
1211196592,11.3914,938.7299
1211200192,11.3914,939.2046
1211203792,11.3914,939.6793
1211207392,11.3914,940.1539
1211210992,11.3914,940.6286
1211214592,11.3914,941.1033
1211218192,11.3914,941.5779
1211221792,11.3914,942.0526
1211225392,11.3914,942.5273
1211228992,11.3914,943.002
1211232592,11.3914,943.4766
1211236192,11.3914,943.9513
1211239792,11.3914,944.426
